ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	ANCESTOR
rotație	rotation	rotazione	rotación	rotação	rotationem
rotond	rond	rotondo	rotondo	rotundo	rotundum
rotulă	rotule	rotula	rótula	rótula	rotulam
rozariu	rosaire	rosario	rosario	rosário	rosarium
rubarbă	rhubarbe	rabárbaro	ruibarbo	ruibarbo	rheubarbarum
rudiment	rudiment	rudimento	rudimento	rudimento	rudimentum
ruină	ruine	rovina	ruina	ruim	ruinam
rumega	ronger	rugumare	rumiar	romiar	rumigare
rupe	rompre	rompere	romper	romper	rumpere
ruptură	roture	rottura	rotura	rotura	rupturam
rural	rural	rurale	rural	rural	ruralem
rustic	rusticus	rustico	rústico	rústico	rusticum
rusticitate	rusticité	rusticità	rusticidad	rusticidade	rusticitatem
șa	selle	sella	silla	sella	sellam
sac	sac	sacco	saco	saco	saccum
sacerdotal	sacerdotal	sacerdotale	sacerdotal	sacerdotal	sacerdotalem
sacrament	sacrament	sacramento	sacramento	sacramento	sacramentum
sacrifica	sacrifier	sacrificare	sacrificar	sacrificar	sacrificare
sacrilegiu	sacrilège	sacrilegio	sacrilegio	sacrilégio	sacrilegium
sacristan	sacristain	sacrestano	sacristán	sacristão	sacristanum
sacrosanct	sacrosaint	sacrosanto	sacrosanto	sacrossanto	sacrosanctum
stea	étoile	stella	estrella	estrela	stellam
saducheu	sadducéen	sadduceo	saduceo	saduceu	sadducaeum
safir	saphir	zaffiro	zafiro	safiro	sapphirum
sagace	sagace	sagace	sagaz	sagaz	sagacem
săgeată	saete	saetta	saeta	saita	sagittam
saia	saie	saio	sayo	saio	sagum
salamandră	salamandre	salamandra	salamandra	salamandra	salamandram
salin	saline	salino	salino	salino	salinum
sare	sel	sale	sal	sare	salem
salivă	salive	saliva	saliva	saliva	salivam
salivație	salivation	salivazione	salivación	salivação	salivationem
salmon	saumon	salmone	salmón	salmão	salmonem
sălta	sauter	saltare	saltar	saltar	saltare
salvator	salvateur	salvatore	salvador	salvador	salvatorem
salvie	sauge	salvia	salvia	sálvia	salviam
cameră	chambre	camera	cámara	câmara	cameram
sănătate	santé	sanità	sanidad	sanidade	sanitatem
sanctifica	sanctifier	santificare	santificar	santificar	sanctificare
sanctuar	sanctuaire	santuario	santuario	santuário	sanctuarium
sandal	sandale	sandalo	sandalia	sandália	sandalium
sandarac	sandaraque	sandracca	sandáraca	sandarac	sandaracam
sânge	sang	sangue	sangre	sangue	sanguinem
sânger	sanguin	sanguino	sangüeño	sanguinho	sanguineum
saponifica	saponifier	saponificare	saponificar	saponificar	saponificare
șapte	sept	sette	siete	sete	septem
sarcasm	sarcasme	sarcasmo	sarcasmo	sarcasmo	sarcasmum
sarcofag	sarcophage	sarcofago	sarcófago	sarcófago	sarcophagum
sardea	sardine	sardina	sardina	sardinha	sardinam
sări	saillir	salire	salir	sair	salire
șarpe	serpent	serpente	sierpe	serpente	serpentem
sărpun	serpolet	sermollo	serpol	serpol	serpyllum
șase	six	sei	seis	seis	sex
sațietate	satiété	sazietà	saciedad	saciedade	satietatem
satrap	satrape	satrapo	sátrapo	sátrapo	satrapem
saturație	saturation	saturazione	saturación	saturação	saturationem
său	son	suo	suyo	seu	suum
saxifragă	saxifraga	sassifraga	saxífraga	saxífraga	saxifragam
scădea	échoir	scadere	escaecer	esquecer	excadere
scală	échelle	scala	escala	escala	scalam
scălda	scalde	scaldare	escaldar	escaldar	excaldare
scalen	scalène	scaleno	escaleno	escaleno	scalenum
scandal	scandale	scandalo	escándalo	escândalo	scandalum
scandaliza	scandaliser	scandalizzare	escandalizar	escandalizar	scandalizare
scarifica	scarifier	scarificare	escarificar	escarificar	scarificare
scaun	eschamme	scanno	escano	escanho	scabellum
scenă	scène	scena	escena	cena	scaenam
scenic	scénique	scenico	escénico	cênico	scaenicum
sceptic	sceptique	scettico	escéptico	cético	scepticum
sceptru	sceptre	scettro	cetro	cetro	sceptrum
schemă	scheme	schema	esquema	esquema	schemam
șchiau	esclave	schiavo	esclavo	escravo	sclavum
schismă	schisme	scisma	cisma	cisma	schisma
sciatic	sciatique	sciatico	ciático	ciático	sciaticum
școală	école	scuola	escuela	escola	schola
scorbut	scorbut	scorbuto	escorbuto	escorbuto	scorbutum
scorpion	scorpion	scorpione	escorpión	escorpião	scorpionem
scrie	écrire	scrivere	escribir	escrever	scribere
scrot	scrotum	scroto	escroto	escroto	scrotum
scrupul	scrupule	scrupolo	escrúpulos	escrúpulos	scrupulum
sculpta	sculpter	scolpire	esculpir	esculpir	sculpere
sculptor	sculpteur	scultore	escultor	escultor	sculptorem
sculptură	sculpture	scultura	escultura	escultura	sculpturam
scurt	court	corto	corto	curto	curtum
semăna	sembler	seminare	sembrar	semear	seminare
seu	suif	sebo	sebo	sebo	sebum
sec	sec	secco	seco	seco	siccum
secesiune	sécession	secessione	secesión	secessão	secessionem
sechestra	séquestrer	sequestrare	secuestrar	seqüestrar	sequestrare
secțiune	section	sezione	sección	secção	sectionem
secol	siècle	secolo	siglo	século	saeculum
secretar	secrétaire	segretario	secretario	secretário	secretarium
secreție	sécrétion	secrezione	secreción	secreção	secretionem
secular	séculaire	secolare	secular	secular	saecularem
seca	sécher	seccare	secar	secar	siccare
secund	second	secondo	segundo	segundo	secundum
secvență	séquence	sequenza	secuencia	seqüência	sequentiam
așeze	asseoir	sedere	sedar	sedar	sedare
sedentar	sédentaire	sedentario	sedentario	sedentário	sedentarium
sediment	sediment	sedimento	sedimento	sedimento	sedimentum
sedițios	séditieux	sedizioso	sedicioso	sedicioso	seditiosum
sedițiune	sédition	sedizione	sedición	sedição	seditionem
seduce	séduire	sedurre	seducir	seduzir	seducere
seducție	séduction	seduzione	seducción	sedução	seductionem
segment	segment	segmento	segmento	segmento	segmentum
selecție	sélection	selezione	selección	seleção	selectionem
semestru	semestre	semestre	semestre	semestre	semestrem
seminal	séminal	seminale	seminal	seminal	seminalem
seminar	séminaire	seminario	seminario	seminário	seminarium
semn	signe	segno	enseñar	senha	signum
semnifica	signifier	significare	significar	significar	significare
senatoare	sénateur	senatore	senador	senador	senatorem
senil	senile	senile	senil	senil	senilem
senina	serein	sereno	sereno	sereno	serenum
seninătate	sérénité	serenita	serenidad	serenidade	serenitatem
senior	seigneur	signore	señor	senior	seniorem
sensibile	sensible	sensibile	sensible	sensível	sensibilem
sensibilitate	sensibilité	sensibilità	sensibilidad	sensibilidade	sensibilitatem
sensual	sensuelle	sensuale	sensual	sensual	sensualem
sentențios	sentencieux	sentenzioso	sentencioso	sentencioso	sententiosum
sentință	sentence	sentenza	sentencia	sentença	sententiam
separabil	séparable	separabile	separable	separável	separabilem
separație	séparation	separazione	separación	separação	separationem
separațiune	séparation	separazione	separación	separação	separationem
separator	séparateur	separatore	separador	separador	separatorem
septimă	septime	settima	séptimo	sétimo	septimam
sepulcral	sépulcral	sepolcrale	sepulcral	sepulcral	sepulcralem
șerb	serf	servo	siervo	servo	servum
serenitate	sérénité	serenità	serenidad	serenidade	serenitatem
serie	série	serie	serie	série	seriem
servi	servir	servire	servir	servir	servire
serviciu	service	servizio	servicio	serviço	servitium
sesiune	session	sessione	sesión	sessão	sessionem
sete	soif	sete	sed	sede	setam
sex	sexe	sesso	sexo	sexo	sexum
sexual	sexuel	sessuale	sexual	sexual	sexualem
sferă	sphère	sfera	esfera	esfera	sphaeram
sferic	sphérique	sferico	esférico	esférico	sphaericum
sfincter	sphincter	sfintere	esfínter	esfíncter	sphincterem
sideral	sidéral	siderale	sideral	sideral	sideralem
silabă	syllabe	sillaba	sílaba	sílaba	syllabam
silențios	silencieux	silenzioso	silencioso	silencioso	silentiosum
silogism	syllogisme	sillogismo	silogismo	silogismo	syllogismum
siloz	silo	silos	silo	silo	sirum
simbolic	symbolique	simbolico	simbólico	simbólico	symbolicum
simetrie	symétrie	simmetria	simetría	simetria	symmetriam
simfonie	symphonie	sinfonia	sinfonía	sinfonia	symphoniam
simplifica	simplifier	semplificare	simplificar	simplificar	simplicem
simula	simuler	simulare	simular	simular	simulare
simulacru	simulacre	simulacro	simulacro	simulacro	simulacrum
simulație	simulation	simulazione	simulación	simulação	simulationem
sinceritate	sincérité	sincerità	sinceridad	sinceridade	sinceritatem
sincopă	syncope	sincope	síncope	síncope	syncopa
sindic	syndic	sindaco	síndico	síndico	syndicum
sinecdocă	synecdoque	sineddoche	sinécdoque	sinédoque	synecdoche
sinereză	synérèse	sineresi	sinéresis	sinérese	syneresis
singular	singulier	singolare	singular	singular	singularem
singularitate	singularité	singolarità	singularidad	singularidade	singularitatem
singur	sangle	singolo	sendos	singelo	singulum
sinistra	sinistre	sinistro	siniestro	sinistro	sinistrum
sintaxă	syntaxe	sintassi	sintaxis	sintaxe	syntaxis
sinucidere	suicide	suicidio	suicidio	suicídio	suicidium
sinuos	sinueux	sinuoso	sinuoso	sinuoso	sinuosum
sirenă	sirène	sirena	sirena	sereia	sirenem
sistem	système	sistema	sistema	sistema	systema
situa	situer	situare	situar	situar	situare
sorbi	sorbir	sorbire	sorber	sorver	sorbere
soare	soleil	sole	sol	sol	solem
sobrietate	sobriété	sobrietà	sobriedad	sobriedade	sobrieatem
sobru	sobre	sobrio	sobrio	sóbrio	sobrium
sociabil	sociable	socievole	sociable	sociável	sociabilem
social	social	sociale	social	social	socialem
societate	société	società	sociedad	sociedade	societatem
socio	socio	socio	socio	sócio	socium
sofist	sophiste	sofista	sofista	sofista	sophistam
solemn	solennel	solenne	solemne	solene	solemnem
solemnitate	solenitté	solennità	solemnidad	solenidade	sollemnitatem
solipsism	solipsisme	solipsismo	solipsismo	solipsismo	solipsismum
solitar	solitaire	solitario	solitario	solitário	solitarium
solstițiu	solistice	solstizio	solsticio	solstício	solstitium
solubil	soluble	solubile	soluble	solúvel	solubilem
soluție	solution	soluzione	solución	solução	solutionem
solvent	solvant	solvente	solvente	solvente	solventem
sonoritate	sonorité	sonorità	sonoridad	sonoridade	sonoritatis
sorb	sorbe	sorbo	suerbo	sorvo	sorbum
sordid	sordide	sordido	sórdido	sórdido	sordidum
spadă	espadon	spada	espada	espada	spatham
spațios	spacieux	spazioso	espacioso	espaçoso	spatiosum
spațiu	espace	spazio	espacio	espaço	spatium
spatulă	spatule	spatola	espátula	espátula	spathulam
special	special	speciale	especial	especial	specialem
specialitate	spécialité	specialità	especialidad	especialidade	specialitatem
specios	spécieux	specioso	especioso	especioso	speciosum
spectator	spectateur	spettatore	espectador	espectador	spectatorem
spectru	spectre	spettro	espectro	espectro	spectrum
specula	spéculer	speculare	especular	especular	speculari
speculație	spéculation	speculazione	especulación	especulação	speculationem
spermă	sperme	sperma	esperma	esperma	sperma
spic	épi	spiga	espiga	espiga	spicam
spicul	spicule	spigolo	espliego	espicho	spiculum
spin	spin	spina	espina	espinha	spinam
spirit	esprit	spirito	espíritu	espírito	spiritum
spiritual	spiritual	spirituale	espiritual	espiritual	spiritualem
spital	hôpital	ospitale	hospital	hospital	hospitalem
splendid	splendide	splendido	espléndido	esplêndido	splendidum
splendoare	splendeur	splendore	esplendor	esplendor	splendorem
spontan	spontané	spontaneo	espontáneo	espontâneo	spontaneum
sprânceană	sourcil	sopracciglio	sobreceja	sobrancelha	supercilium
spumă	spuma	schiuma	espuma	espuma	spumam
spune	espondre	esporre	exponer	expôr	exponere
stabilitate	stabilité	stabilità	estabilidad	estabilidade	stabilitatem
stamină	étamine	stame	estambre	estame	stamen
sta	être	stare	estar	estar	stare
stație	station	station	estación	estação	stationem
staționar	stationnaire	stazionario	estacionario	estacionário	stationarium
statuar	statuaire	statuario	estatuaria	estatuária	statuarium
statuară	statuaire	statuario	estatuaria	estatuária	statuare
statură	stature	statura	estatura	estatura	staturam
staul	étable	stabbio	establo	estrabo	stabulum
steril	stérile	sterile	estéril	estéril	sterilem
sterilitate	stérilité	sterilità	esterilidad	esterilidade	sterilitatem
stigmă	stigma	stigma	estigma	estigma	stigma
stigmati	stigmate	stigma	estigma	estigma	stigma
știință	science	scienza	ciencia	ciência	scientiam
stil	style	stile	estilo	estilo	stilum
stimul	stimulus	stimolo	estímulo	estímulo	stimulum
stimula	stimuler	stimolare	estimular	estimular	stimulare
stipula	stipuler	stipulare	estipular	estipular	stipulare
stipulație	stipulation	stipulazione	estipulación	estipulação	stipulationem
stipulațiune	stipulation	stipulazione	estipulación	estipulação	stipulationem
stoic	stoïque	stoico	estoico	estóico	stoicum
stomac	estomac	stomaco	estómago	estômago	stomachum
strangula	étrangler	strangolare	estrangular	estrangular	strangulare
stratagemă	stratagème	stratagemma	estratagema	estratagema	strategema
strateg	stratège	strataga	estratega	estrategista	strategum
stratosferă	stratosphère	stratosfera	estratosfera	estratosfera	stratospheram
stridie	huître	ostrica	ostra	ostra	ostream
stridor	stridor	stridore	estridor	estridor	stridorem
strofă	strophe	strofa	estrofa	estrofe	stropham
structură	structure	struttura	estructura	estrutura	structuram
studios	studieux	studioso	estudioso	estudioso	studiosum
stupid	stupide	stupido	estúpido	estúpido	stupidum
sub	sous	sotto	so	sob	sub
sublima	sublimer	sublimare	sublimar	sublimar	sublimare
sublim	sublime	sublime	sublime	sublime	sublimem
sublimitate	sublimité	sublimità	sublimidad	sublimidade	sublimitatem
subrogație	subrogation	surrogazione	subrogación	subrogação	subrogationem
subteran	souterrain	sotterraneo	subterráneo	subterrâneo	subterraneum
subterfugiu	subterfuge	sotterfugio	subterfugio	subterfúgio	subterfugium
subversiune	subversion	sovversione	subversión	subversão	subversionem
subzista	subsister	sussistere	subsistir	subsistir	subsistere
subzistență	subsistance	sussistenza	subsistencia	subsistência	subsistentiam
suc	suc	succo	jugo	suco	succum
succesiune	succession	successione	sucesión	sucessão	successionem
succesoare	seccesseur	successore	sucesor	sucessor	successorem
sucomba	succomber	soccombere	sucumbir	sucumbir	succumbere
sucub	succube	succube	súcubo	súcubo	succubum
sudoare	soudeur	sudore	sudor	suor	sudorem
sudori	soudeur	sudore	sudor	suor	sudorem
suferi	souffrir	soffrire	sufrir	soffrer	sufferre
suficient	suffisant	sufficiente	suficiente	suficiente	sufficientem
sufix	suffixe	suffisso	sufijo	sufixo	suffixum
sufla	souffler	soffiare	soplar	soprar	sufflare
sufragiu	suffrage	suffragio	sufragio	sufrágio	suffragium
sugera	suggérer	suggerire	sugerir	sugerir	suggerere
sughița	sanglot	singhiozzo	soliozo	soluzo	subgluttium
sulf	soufre	zolfo	azufre	enxofre	sulfurem
suna	soner	sonare	sonar	soar	sonare
superficial	superficiel	superficiale	superficial	superficial	superficialem
superficie	superficie	superficie	superficie	superfície	superficiem
superfluu	superflu	superfluo	superfluo	supérfluo	superfluum
superlativ	superlatif	superlativo	superlativo	superlativo	superlativum
superstiție	superstition	superstizione	superstición	superstição	superstitionem
superstițios	superstitieux	superstizioso	supersticioso	supersticioso	superstitiosum
supinație	supination	supinazione	supinación	supinação	supinationem
supoziție	supposition	supposizione	suposición	suposição	suppositionem
suprem	suprème	supremo	supremo	supremo	supremum
suprima	supprimer	sopprimere	suprimir	suprimir	supprimere
supurație	suppuration	suppurazione	supuración	supuração	suppurationem
susceptibil	susceptible	suscettibile	susceptible	suscetível	susceptibilem
suspenda	suspendre	sospendere	suspender	suspender	suspendere
suspensie	suspension	sospensione	suspensión	suspensão	suspensionem
tabernacol	tabernacle	tabarnacolo	tabernáculo	tabernáculo	tabernaculum
tacit	tacite	tacito	tácito	tácito	tacitum
taciturn	taciturne	taciturno	taciturno	taciturno	taciturnum
tăciune	tison	tizzone	tizon	tição	titionem
tact	tact	tatto	tacto	tato	tactum
tăia	entrecouper	tagliare	tajar	talhar	taliare
talent	talent	talento	talento	talento	talentum
tâmplă	temple	tempio	templo	templo	templum
tangent	tangent	tangente	tangente	tangente	tangentem
tangibil	tangible	tangibile	tangible	tangível	tangibilem
țară	terre	terra	tierra	terra	terram
tată	taie	tata	tata	tatá	tatam
tăun	taon	tafano	tábano	tavão	tabanum
taur	tor	toro	toro	touro	taurum
țeastă	tête	testa	testa	testa	testam
teatral	théâtral	teatrale	teatral	teatral	theatralem
teatru	théâtre	teatro	teatro	teatro	theatrum
tegument	tégument	tegmento	tegumento	tegumento	tegumentum
temă	thème	tema	tema	tema	thema
temperament	tempérament	temperamento	temperamento	temperamento	temperamentum
temperanță	tempérance	temperanza	templanza	temperança	temperantiam
temperatură	température	temperatura	temperatura	temperatura	temperaturam
tempestă	tempête	tempesta	tempestad	tempestade	tempestatem
templu	temple	tempio	templo	templo	templum
temporalitate	temporalité	temporalità	temporalidad	temporalidade	temporalitatem
tenace	tenace	tenace	tenaz	tenaz	tenacem
tenacitate	tenacité	tenacità	tenacidad	tenacidade	tenacitatem
tenie	ténia	tenia	tenia	tênia	taeniam
teoremă	théorème	teorema	teorema	teorema	theorema
terebint	térébinthe	terebinto	terebinto	terebinto	terebinthum
terestru	terrestre	terrestre	terrestre	terrestre	terrestrem
teribil	terrible	terribile	terrible	terrível	terribilem
tericol	terricole	terricolo	terrícolo	terrícolo	terricolum
teritorial	territorial	territoriale	territorial	territorial	territorialem
teritoriu	territoire	territorio	territorio	território	territorium
termina	terminer	terminare	terminar	terminar	terminare
terminal	terminal	terminale	terminal	terminal	terminalem
terminație	terminaison	terminazione	terminación	terminação	terminationem
ternar	ternaire	ternario	ternario	ternário	ternarium
teroare	terreur	terrore	terror	terror	terrorem
terțiar	tertiaire	terziario	terciario	terciário	tertiarium
țese	tisser	tessere	tejer	tecer	texere
testator	testateur	testatore	testador	testador	testatorem
testicul	testicule	testicolo	testículo	testículo	testiculum
tetrarh	tétrarque	tetrarca	tetrarca	tetrarca	tetrarches
tetrarhie	tétrarchie	tetrarchia	tetrarquía	tetrarquia	tetrarchiam
tiară	tiare	tiara	tiara	tiara	tiaram
tibie	tibia	tibia	tibia	tíbia	tibiam
tigru	tigre	tigre	tigre	tigre	tigrem
timp	temps	tempo	tiempo	tempo	tempus
timpan	tympan	timpano	tímpano	tímpano	tympanum
tinctură	teinture	tintura	tintura	tintura	tincturam
tindă	tente	tenda	tienda	tenda	tendam
ținea	tenir	tenere	tener	têr	tenere
tip	type	tipo	tipo	tipo	typum
tipic	typique	tipico	típico	típico	typicum
tiran	tyran	tiranno	tirano	tirano	tyrannum
tirană	tyrane	tiranna	tirana	tirana	tyrannam
tiranic	tyrannique	tirannico	tiránico	tirânico	tyrannicum
titlu	titre	titolo	título	título	titulum
toamnă	automne	autunno	otoño	outono	autumnum
tot	tout	tutto	todo	todo	totum
tolera	tolérer	tollerare	tolerar	tolerar	tolerare
tolerabil	tolérable	tollerabile	tolerable	tolerável	tolerabilem
toleranță	tolérance	tolleranza	tolerancia	tolerância	tolerantiam
ton	thon	tonno	atún	atum	thunnum
ton	ton	tono	tono	tom	tonum
tunsură	tonsure	tonsura	tonsura	tonsura	tonsuram
topaz	topaze	topazio	topacio	topázio	topazion
torace	thorax	torace	tórax	tórax	thoracem
torent	torrent	torrente	torrente	torrente	torrentem
torid	torride	torrido	tórrido	tórrido	torridum
tortuos	tortueux	tortuoso	tortuoso	tortuoso	tortuosum
tortuozitate	tortuosité	tortuosità	tortuosidad	tortuosidade	tortuositatem
tortură	torture	torturare	tortura	tortura	torturam
toxic	toxique	tossico	tóxico	tóxico	toxicum
tracțiune	traction	trazione	tracción	tração	tractionem
tradiție	tradition	tradizione	tradición	tradição	traditionem
traduce	traduire	tradurre	traducir	traduzir	traducere
trage	traire	trarre	traer	trazer	trahere
tragedie	tragédie	tragedia	tragedia	tragédia	tragoediam
tragic	tragique	tragico	trágico	trágico	tragicum
tragicomedie	tragicomédie	tragicommedia	tragicomédia	tragicomédia	tragicomoediam
transcrie	transcrire	trascrivere	transcribir	transcrever	transcribere
transcripție	transcription	trascrizione	transcripción	transcrição	transcriptionem
transfigura	transfigurer	trasfigurare	transfigurar	transfigurar	transfigurare
transforma	transformer	trasformare	transformar	transformar	transformare
transfuziune	transfusion	trasfusione	transfusión	transfusão	transfusionem
transgresiune	transgression	trasgressione	transgresión	transgressão	transgressionem
transgresor	transgresseur	trasgressore	transgresor	transgressor	transgressorem
translucid	translucide	traslucido	translúcido	translúcido	translucidum
transmarin	transmarin	transmarino	transmarino	transmarino	transmarinum
transmigrație	transmigration	trasmigrazione	transmigración	transmigração	transmigrationem
transmigrațiune	transmigration	trasmigrazione	transmigración	transmigração	transmigrationem
transmisiune	transmission	trasmissione	transmisión	transmissão	transmissionem
transmuta	transmuter	trasmutare	transmutar	transmutar	transmutare
transmutație	transmutation	trasmutazione	transmutación	transmutação	transmutationem
transpune	transposer	trasporre	transponer	transpor	transponere
tranzacție	transaction	transazione	transacción	transação	transactionem
tranziție	transition	transizione	transición	transição	transitionem
trapez	trapèze	trapezio	trapecio	trapézio	trapezium
trata	traiter	trattare	tratar	tratar	tractare
traumatic	traumatique	traumatico	traumático	traumático	traumaticum
trei	trois	tre	tres	tres	tres
trepan	trépan	trapano	trépano	trépano	trepanum
triadă	triade	triade	tríada	tríade	triadem
trib	tribu	tribù	tribu	tribo	tribum
tribulație	tribulation	tribolazione	tribulación	tribulação	tribulationem
tribun	tribun	tribuno	tribuna	tribuna	tribunum
tribună	tribune	tribuna	tribuna	tribuna	tribunam
tribunal	tribunal	tribunale	tribunal	tribunal	tribunalem
tricolor	tricolore	tricolore	tricolor	tricolor	tricolorem
tricorn	tricorne	tricorno	tricornio	tricorn	tricornem
trident	trident	tridente	tridente	tridente	tridentem
trimestru	trimestre	trimestre	trimestre	trimestre	trimestrem
triremă	trirème	trireme	trirreme	trirreme	triremem
trist	triste	triste	triste	triste	tristem
tristeță	tristesse	tristezza	tristeza	tristeza	tristitiam
triumfa	triompher	trionfare	triunfar	triunfar	triumphare
triumfal	triomphal	trionfale	triunfal	triunfal	triumphalem
triunghi	triangle	triangolo	triángulo	triângulo	triangulum
tropic	tropique	tropico	trópico	trópico	tropicum
trufă	triomphe	tionfo	triunfo	triunfo	triumphum
tub	tub	tubo	tubo	tubo	tubum
tubă	tuba	tuba	tuba	tuba	tubam
tumoare	tumeur	tumore	tumor	tumor	tumorem
tumul	tumulus	tumulo	túmulo	túmulo	tumulum
tumult	tumulte	tumulto	tumulto	tumulto	tumultum
tuna	tonner	tuonare	tronar	troar	tonare
tunică	tunique	túnica	túnica	túnica	tunicam
turba	tourber	turbare	turbar	turvar	turbare
turbid	turbide	torbido	turbido	túrbido	turbidum
turbină	turbine	turbine	turbina	turbina	turbinem
turbulent	turbulent	turbolento	turbulento	turbulento	turbulentum
turbulență	turbulence	turbolenza	turbulencia	turbulência	turbulentiam
turna	tourner	tornare	tornar	tornar	tornare
tuse	toux	tosse	tos	tosse	tussem
tutelă	tutelle	tutela	tutela	tutela	tutelam
ulcerație	ulcération	ulcerazione	ulceración	ulceração	ulcerationem
ultim	ultime	ultimo	último	último	ultimum
uman	humain	umano	humano	humano	humanum
umanitate	humanité	umanità	humanidad	humanidade	humanitatem
umăr	humérus	omero	hombro	ombro	humerum
umbelă	ombelle	umbella	umbela	umbela	umbellam
umfla	enfler	enfiare	hinchar	inchar	inflare
umil	humble	umile	humilde	humilde	humilem
umilitate	humilité	umiltà	humildad	humildade	humilitatem
umoare	humeur	umore	humor	humor	humorem
umple	emplir	empiere	henchir	enchar	implere
unanimitate	unanimité	unanimità	unanimidad	unanimidade	unanimitatem
undă	onde	onda	onda	onda	undam
unghi	angulaire	angolo	ángulo	ângulo	angulum
unghie	ongle	unghia	uña	unha	ungulam
unicorn	unicorne	unicorno	unicornio	unicórnio	unicornem
unifica	unifier	unificare	unificar	unificar	unificare
uniformitate	uniformité	uniformità	uniformidad	uniformidade	uniformitatem
unitate	unité	unità	unidad	unidade	unitatem
uniune	union	unione	unión	união	unionem
univers	univers	universo	universo	universo	universum
universal	universel	universale	universal	universal	universalem
universalitate	universalité	universalità	universalidad	universalidade	universalitatem
universitate	université	università	universidad	universidade	universitatem
urban	urbain	urbano	urbano	urbano	urbanum
urbanitate	urbanité	urbanità	urbanidad	urbanidade	urbanitatem
urcior	orçuel	orciuolo	orzuela	torçol	hordeolum
urgent	urgent	urgente	urgente	urgente	urgentem
urnă	urne	urna	urna	urna	urnam
urzi	ourdir	ordire	urdir	urdir	ordire
urzică	ortie	ortica	ortiga	ortiga	urticam
lejer	léger	leggero	ligero	ligeiro	leviarium
uter	utéro	utero	útero	útero	uterum
uterin	utérin	uterino	uterino	uterino	uterinum
util	utile	utile	útil	útil	utilem
utilitate	utilité	utilità	utilidad	utilidade	utilitatem
uvulă	uvule	ugola	úvula	úvula	uvulam
uzucapiune	usucapion	usucapione	usucapión	usucapião	usucapionem
uzufructuar	usufructuaire	usufruttuario	usufructuario	usufrutuário	usufructuarium
uzurpa	usurper	usurpare	usurpar	usurpar	usurpare
uzurpator	usurpateur	usurpatore	usurpador	usurpador	usurpatorem
vacă	vache	vacca	vaca	vaca	vaccam
văcar	vacher	vaccajo	vaquero	vaqueiro	vaccarium
vacuolă	vacuole	vacuolo	vacuola	vacúolo	vacuum
vad	gué	guado	vado	vau	vadum
văduv	veuf	vedovo	viudo	viuvo	viduum
vale	vallée	valle	valle	valle	vallem
valid	valide	valido	válido	válido	validum
valoare	valeur	valore	valor	valor	valorem
valvulă	valvule	valvola	válvula	válvula	valvam
vinde	vendre	vendere	vender	vender	vendere
vanilie	vanille	vaniglia	vainilla	baunilha	vaginam
vanitate	vanite	vanità	vanidad	vaidade	vanitatem
vapori	vapeur	vapore	vapor	vapor	vaporem
vaporos	vaporeux	vaporoso	vaporoso	vaporoso	vaporosum
variabil	variable	variabile	variable	variável	variabilem
variație	variation	variazione	variación	variação	variationem
varia	varier	variare	variar	variar	variare
variolă	variole	vaiolo	viruela	varíola	variolam
vărsare	versement	versare	derrame	vessar	versare
vas	vase	vaso	vaso	vaso	vas
vaticina	vaticiner	vaticinare	vaticinar	vaticinar	vaticinari
vechi	vieux	vecchio	viejo	vehlo	veclum
vecin	voisin	vicino	vecino	vezinho	vaccinum
vectoare	vecteur	vettore	vector	vetor	vectorem
vegeta	végéter	vegetare	vegetar	vegetar	vegetare
vegetație	végétation	vegetazione	vegetación	vegetação	vegetationem
vehemență	véhémence	veemenza	vehemencia	veemência	vehementia
vehicul	véhicule	veicolo	vehículo	veículo	vehiculum
velocitate	vélocité	velocità	velocidad	velocidade	velocitatem
venă	veine	vena	vena	veia	venam
venal	vénal	venale	venal	venal	venalem
venalitate	vénalité	venalità	venalidad	venalidade	venalitatem
venerabil	vénérable	venerabile	venerable	venerável	venerabilem
veni	venir	venire	venir	vir	venire
venial	véniel	veniale	venial	venial	venialem
venin	venin	veleno	veneno	veneno	venenum
venos	veineux	venoso	venoso	venoso	venosum
ventila	ventiler	ventilare	ventilar	ventilar	ventilare
ventral	ventral	ventrale	ventral	ventral	ventralem
ventricul	ventricule	ventricolo	ventrículo	ventrículo	ventriculum
ventriloc	ventriloque	ventriloquo	ventrílocuo	ventríloquo	ventriloquum
verb	verbe	verbo	verbo	verbo	verbum
verbină	verveine	verbena	verbena	verbena	verbenam
vers	vers	verso	verso	verso	versum
versificațiune	versification	versificazione	versificación	versificação	versificationem
versiune	version	versione	versión	versão	versionem
vertebră	vertèbre	vértebra	vértebra	vértebra	vertebram
vertebrat	vertébré	vertebrato	vertebrado	vertebrado	vertebratum
verucă	verrue	verruca	verruga	verruga	verrucam
vestală	vestale	vestale	vestal	vestal	vestalem
vestibul	vestibule	vestibolo	vestíbulo	vestíbulo	vestibulum
vestigiu	vestige	vestigio	vestigio	vestígio	vestigium
veteran	vétéran	veterano	veterano	veterano	veteranum
vezică	vessie	vescica	vejiga	bexiga	vesicam
veziculă	vésicule	vescicola	vesícula	vesícula	vesiculam
via	via	via	vía	via	viam
vibra	vibrer	vibrare	vibrar	vibrar	vibrare
vicar	vicaire	vicario	vicario	vigário	vicarium
