ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	ANCESTOR
funcție	fonction	funzione	función	função	fūnctiōnem
funcțiune	fonction	funzione	función	função	fūnctiōnem
funda	afonder	affondare	ahondar	afundar	affundāre
funerar	funéraille	funerale	funeral	funeral	fūnerālem
fungă	fongus	fungo	hongo	fungo	fungum
furcă	fourche	forca	horca	forca	furcam
furn	four	forno	horno	forno	furnum
furnică	fourmi	formica	fourniga	formiga	formīcam
fus	fuse	fuso	huso	fuso	fūsum
fute	foutre	fottere	joder	foder	futuēre
futil	futile	futile	fútil	fútil	fūtilem
fuziune	fusion	fusione	fusión	fusão	fūsiōnem
găină	géline	gallina	gallina	gallinha	gallīnam
galban	galbanum	galbano	gálbano	gálbano	galbanum
galican	gallican	gallicano	galicano	galicano	gallicānum
geamăn	gémeo	gemino	gémino	gémeo	geminum
gelatină	gélatine	gelatina	gelatina	gelatina	gelātinam
geme	geindre	gemere	gemir	gemer	gemēre
genealogie	généalogie	genealogia	genealogía	genealogia	geneālogiam
genera	générer	generare	generar	gerar	generāre
general	générale	generale	general	geral	generālem
generalitate	généralité	generalità	generalidad	generalidade	generālitātem
generație	génération	generazione	generación	geração	generātiōnem
generațiune	génération	generazione	generación	geração	generātiōnem
generator	générateur	generatore	generador	gerador	generātōrem
generos	généreux	generoso	generoso	generoso	generōsum
generozitate	générosité	generosità	generosidad	generosidade	generōsitātem
genital	génital	genitale	genital	genital	genitālem
genitor	géniteur	genitore	genitor	genitor	genitōrem
geniu	génie	genio	genio	gênio	genium
genuchi	genou	ginocchio	hinojo	joelho	geniculum
genuflexiune	génuflexion	genuflessione	genuflexión	genuflexion	genuflexiōnem
germina	germer	germinare	germinar	germinar	germināre
germinație	germination	germinazione	germinación	germinação	germinātiōnem
gest	geste	gesto	gesto	gesto	gestum
gestație	gestation	gestazione	gestación	gestação	gestātiōnem
gestațiune	gestation	gestazione	gestación	gestação	gestātiōnem
ghimber	gingembre	zénzero	gengibre	gengibre	zingiber
ghindă	gland	ghianda	glande	glande	glandulam
gigant	géant	gigante	gigante	gigante	gigantem
gimnastică	gymnastique	ginnastica	gimnástica	ginástica	gymnasticam
ginere	gendre	genero	yerno	genro	generum
gingie	gencive	gengiva	encía	gengiva	gingīvam
glabru	glabre	glabro	glabro	glabro	glabrum
glacial	glacial	glaciale	glacial	glacial	glaciālem
gladiator	gladiateur	gladiatore	gladiador	gladiador	gladiātōrem
glaucom	glaucome	glaucoma	glaucoma	glaucoma	glaucōma
glob	globe	globo	globo	globo	globum
globul	globule	globulo	glóbulo	glóbulo	globulum
gloria	gloire	gloria	gloria	glória	glōriam
glorifica	glorifier	glorificare	glorificar	glorificar	glōrificāre
glorios	glorieux	glorioso	glorioso	glorioso	glōriōsum
glosar	glossaire	glossario	glosario	glossário	glossārium
glutinos	glutineux	glutinoso	glutinoso	glutinoso	glūtinōsum
gnomon	gnomon	gnomone	gnomon	gnomon	gnōmōn
gradație	gradation	gradazione	gradación	gradação	gradātiōnem
grafic	graphique	grafico	gráfico	gráfico	graphicum
gramatic	grammatique	grammatico	gramático	gramático	grammaticum
gramatică	grammaire	grammatica	gramática	gramática	grammaticam
granulă	granule	granulo	gránulo	grânulo	grānulum
gras	gras	grasso	graso	graxo	crassum
grație	grace	grazia	gracia	graça	grātiam
gratifica	gratifier	gratificare	gratificar	gratificar	grātificāre
gratificație	gratification	gratificazione	gratificación	gratificação	grātificātiōnem
gratis	gratis	gratis	gratis	grátis	grātīs
grav	grave	grave	grave	grave	gravem
gravidă	gravide	gravida	grávido	grávida	gravidam
gravita	graviter	gravitare	gravitar	gravitar	gravitāre
gravitate	gravité	gravità	gravedad	gravidade	gravitātem
greac	grec	greco	griego	grego	graecum
gregar	grégaire	gregario	gregario	gregário	gregārium
gros	grosse	grosso	grueso	grosso	grossum
grui	grue	gru	grúa	grua	gruem
gumă	gomme	gomma	goma	goma	gummam
gusta	goûter	gustare	gustar	gostar	gustāre
gută	goutte	goccia	gota	gota	guttam
guverna	gouverner	governare	gobernar	governar	gubernāre
hagiograf	hagiographe	agiografo	hagiógrafo	hagiógrafo	hagiographum
hermină	hermine	ermellino	armiño	arminho	armenius
hernie	hernie	ernia	hernia	hérnia	herniam
herpes	herpès	erpes	herpes	herpes	herpēs
hiacint	hyacinthe	giacinto	jacinto	jacinto	hyacinthum
hiat	hiatus	iato	hiato	hiato	hiātum
hidraulic	hydraulique	idraulico	hidráulico	hidráulico	hydraulicum
hidromel	hydromel	idromele	hidromiel	hydromel	hydromeli
hieratic	hiératique	ieratico	hierático	hierático	hieraticum
himeră	chimère	chimera	quimera	quimera	chimaeram
hipodrom	hippodrome	ippodromo	hipódromo	hipódromo	hippodromos
hipostază	hypostase	ipostasi	hipóstasis	hipóstase	hypostasis
iambic	iambique	giambico	yámbico	iâmbico	iambicum
iarbă	herbe	erba	hierba	erva	herbam
iarnă	hiver	inverno	invierno	inverno	hībernum
lua	lever	levare	llevar	levar	levāre
ideal	idéal	ideale	ideal	ideal	ideālem
idee	idée	idea	idea	idéia	ideam
identitate	identité	identità	identidad	identidade	identitātem
idilă	idylle	idillio	idilio	idílio	īdyllium
idiom	idiome	idioma	idioma	idioma	idiōma
idiot	idiot	idiota	idiota	idiota	idiōtam
idol	idole	idolo	ídolo	idolo	īdōlum
idolatrie	idolâtrie	idolatria	idolatría	idolatria	īdōlatrīam
iederă	ierre	edera	hiedra	hera	hederam
iepure	lièvre	lepre	liebre	lebre	leporem
eu	je	io	yo	eu	ego
ignoranță	ignorance	ignoranza	ignorancia	ignorância	ignōrantiam
ilaritate	hilarité	ilarità	hilaridad	hilaridade	hilaritātem
ilegitim	illégitime	illegitimo	ilegítimo	ilegítimo	illēgitimum
ilicit	illicite	illecito	ilícito	ilícito	illicitum
ilumina	illuminer	illuminare	iluminar	iluminar	illūmināre
iluminație	illumination	illuminazione	iluminación	iluminação	illūminātiōnem
ilustra	illustrer	illustrare	ilustrar	ilustrar	illūstrāre
iluzoriu	illusoire	ilusorio	ilusorio	ilusório	illūsōrium
imaginar	imaginaire	immaginario	imaginario	imaginário	imāginārium
imagina	imaginer	immaginare	imaginar	imaginar	imāginārī
imaginație	imagination	immaginazione	imaginación	imaginação	imāginātiōnem
imaginațiune	imagination	immaginazione	imaginación	imaginação	imāginātiōnem
imanent	immanent	immanente	inmanente	imanente	immanentem
imaterial	immatériel	immateriale	inmaterial	imaterial	immateriālem
îmbuca	emboucher	imboccare	embocar	embocar	imbuccāre
imersiune	immersion	immersione	inmersión	imersão	immersiōnem
imigra	immigrer	immigrare	inmigrar	imigrar	immigrāre
iminent	imminent	imminente	inminente	iminente	imminentem
iminență	imminence	imminenza	inminencia	iminência	imminentiam
imita	imiter	imitare	imitar	imitar	imitārī
imitabil	imitable	imitabile	imitable	imitável	imitābilem
imitație	imitation	imitazione	imitación	imitação	imitātiōnem
imitativ	imitatif	imitativo	imitativo	imitativo	imitātīvum
imobil	immeuble	immobile	inmóvil	imóvel	immōbilem
imobilitate	immobilité	immobilità	inmovilidad	imobilidade	immōbilitātem
imortal	immortel	immortale	inmortal	imortal	immortālem
imortalitate	immortalité	immortalità	inmortalidad	imortalidade	immortālitātem
impacient	impatient	impaziente	impaciente	impaciente	impatientem
împărat	empereur	imperatore	emperador	imperador	imperātōrem
impasibil	impassible	impassibile	impasible	impassível	impassibilem
impasibilitate	impassibilité	impassibilità	impasibilidad	impassibilidade	impassibilitātem
impecabil	impeccable	impeccabile	impecable	impecável	impeccābilem
impenetrabil	impénétrable	impenetrabile	impenetrable	impenetrável	impenetrābilem
imperativ	impératif	imperativo	imperativo	imperativo	imperātīvum
imperfect	imparfait	imperfetto	imperfecto	imperfeito	imperfectum
imperfecțiune	imperfection	imperfezione	imperfección	imperfeição	imperfectiōnem
impersonal	impersonnel	impersonale	impersonal	impessoal	impersōnālem
imperturbabil	imperturbable	imperturbabile	imperturbable	imperturbável	imperturbābilem
împiedica	empêcher	impedicare	empachar	empachar	impedicāre
impietate	impiété	empietà	impiedad	impiedade	impietātem
implacabil	implacable	implacabile	implacable	implacável	implācābilem
implicație	implication	implicazione	implicación	implicação	implicātiōnem
implicit	implicite	implicito	implícito	implícito	implicitum
importa	importer	importare	importar	importar	importāre
imposibil	impossible	impossibile	imposible	impossível	impossibilem
imposibilitate	impossibilité	impossibilità	imposibilidad	impossibilidade	impossibilitātem
impostoare	imposteur	impostore	impostor	impostor	impostōrem
impostură	imposture	impostura	impostura	impostura	impostūram
impotent	impotent	impotente	impotente	impotente	impotentem
impotență	impotence	impotenza	impotencia	impotência	impotentiam
impozit	impôt	imposto	impuesto	imposto	impōsitum
imprecație	imprécation	imprecazione	imprecación	imprecação	imprecātiōnem
impresie	impression	impressione	impresión	impressão	impressiōnem
impresiune	impression	impressione	impresión	impressão	impressiōnem
imprima	imprimer	imprimere	imprimir	imprimir	imprimēre
imprudent	imprudent	imprudente	imprudente	imprudente	imprūdentem
imprudență	imprudence	imprudenza	imprudencia	imprudência	imprūdentiam
impune	imposer	imporre	imponer	impor	impōnēre
punge	poindre	pungere	pungir	pungir	pungēre
impunitate	impunité	impunità	impunidad	impunidade	impūnitātem
impur	impur	impuro	impuro	impuro	impūrum
impuritate	impureté	impurità	impureza	impureza	impūritātem
imputa	imputer	imputare	imputar	imputar	imputāre
imputație	imputation	imputazione	imputación	imputação	imputātiōnem
imund	immonde	immondo	inmundo	imundo	immundum
imunitate	immunité	immunità	inmunidad	imunidade	immūnitātem
imutabilitate	immutabilité	immutabilità	inmutabilidad	imutabilidade	immūtābilitātem
în	en	in	en	em	in
in	lin	lino	lino	linho	līnum
inaccesibil	inaccessible	inaccessibile	inaccesible	inacessível	inaccessibilem
înalt	haut	alto	alto	alto	altum
inamic	ennemi	nemico	enemigo	inimigo	inimīcum
inaugura	inaugurer	inaugurare	inaugurar	inaugurar	inaugurāre
încăleca	chevaucher	cavalcare	cabalgar	cavalgar	caballicāre
încălțăminte	chaussement	calzamento	calzamiento	calçamento	calceāmentum
încălța	chausser	calzare	calzar	calçar	calceāre
încărca	charger	carricare	cargar	carregar	carricāre
incest	inceste	incesto	incesto	incesto	incestum
incestuos	incestueux	incestuoso	incestuoso	incestuoso	incestuōsum
inchiziție	inquisition	inquisizione	inquisición	inquisição	inquīsītiōnem
inchizitor	inquisiteur	inquisitore	inquisidor	inquisidor	inquīsītōrem
incident	incident	incidente	incidente	incidente	incidentem
cinge	ceindre	cingere	ceñir	cingir	cingēre
incita	inciter	incitare	incitar	incitar	incitāre
încinge	enceindre	incingere	incinger	incinger	incingere
încinge	incendier	incedere	encender	encender	incēdēre
incizie	incision	incisione	incisión	incisão	incīsiōnem
înclina	incliner	inclinare	inclinar	inclinar	inclīnāre
înclinație	inclination	inclinazione	inclinación	inclinação	inclīnātiōnem
incluziune	inclusion	inclusione	inclusión	inclusão	inclūsiōnem
incolor	incolore	incolore	incolor	incolor	incolōrem
incongruent	incongruent	incongruente	incongruente	incongruente	incongruentem
incongruență	incongruence	incongruenza	incongruencia	incongruência	incongruentiam
inconstanță	inconstance	incostanza	inconstancia	inconstância	inconstantiam
incontinență	incontinence	incontinenza	incontinencia	incontinência	incontinentiam
incoruptibil	incorruptible	incorruttibile	incorruptible	incorruptível	incorruptibilem
incoruptibilitate	incorruptibilité	incorruttibilità	incorruptibilidad	incorruptibilidade	incorruptibilitātem
incredul	incrédule	incredulo	incrédulo	incrédulo	incrēdulum
incrimina	incriminer	incriminare	incriminar	incriminar	incrīmināre
incubație	incubation	incubazione	incubación	incubação	incubātiōnem
incurabil	incurable	incurabile	incurable	incurável	incūrābilem
incursiune	incursion	incursione	incursión	incursão	incursiōnem
indecent	indécent	indecente	indecente	indecente	indecentem
indecență	indécence	indecenza	indecencia	indecência	indecentiam
indeclinabil	indéclinable	indeclinabile	indeclinable	indeclinável	indēclīnābilem
indeterminabil	indéterminable	indeterminabile	indeterminable	indeterminável	indēterminābilem
indeterminat	indéterminée	indeterminato	indeterminado	indeterminado	indēterminātum
indica	indiquer	indicare	indicar	indicar	indicāre
indicație	indication	indicazione	indicación	indicação	indicātiōnem
indicațiune	indication	indicazione	indicación	indicação	indicātiōnem
indicativ	indicatif	indicativo	indicativo	indicativo	indicātīvum
indice	index	indice	índice	índice	indicem
indiferent	indifférent	indifferente	indiferente	indiferente	indifferentem
indiferență	indifférence	indifferenza	indiferencia	indiferença	indifferentiam
indigent	indigent	indigente	indigente	indigente	indigentem
indigest	indigeste	indigesto	indigesto	indigesto	indīgestum
indigestie	indigestion	indigestione	indigestión	indigestão	indīgestiōnem
indirect	indirect	indiretto	indirecto	indireto	indīrectum
indisciplină	indiscipline	indisciplina	indisciplina	indisciplina	indisciplīnam
indistinct	indistinct	indistinto	indistinto	indistinto	indistinctum
indivizibil	indivisible	indivisibile	indivisible	indivisível	indīvīsibilem
indolent	indolent	indolente	indolente	indolente	indolentem
indolență	indolence	indolenza	indolencia	indolência	indolentiam
induce	induire	indurre	inducir	induzir	indūcere
inducție	induction	induzione	inducción	indução	inductiōnem
inductiv	inductif	induttivo	inductivo	indutivo	inductīvum
indulgență	indulgence	indulgenza	indulgencia	indulgência	indulgentiam
indult	indult	indulto	indulto	indulto	indultum
indument	indument	indumento	indumento	indumento	indūmentum
industrie	industrie	industria	industria	indústria	industriam
inefabil	ineffable	ineffabile	inefable	inefável	ineffābilem
inel	anneau	anello	anillo	elo	ānellus
ineluctabil	inéluctable	ineluttabile	ineluctable	inelutável	inēluctābilem
inept	inepte	inetto	inepto	inepto	ineptum
inert	inerte	inerte	inerte	inerte	inertem
inerție	inertie	inerzia	inercia	inércia	inertiam
inestimabil	inestimable	inestimabile	inestimable	inestimável	inaestimābilem
inexperiență	inexpérience	inesperienza	inexperiencia	inexperiência	inexperientiam
inexpugnabil	inexpugnable	inespugnabile	inexpugnable	inexpugnável	inexpugnābilem
inextricabil	inextricable	inestricabile	inextricable	inextricável	inextricabilem
infam	infame	infame	infame	infame	īnfāmem
infama	infamer	infamare	infamar	infamar	īnfāmāre
infamie	infamie	infamia	infamia	infâmia	īnfāmiam
infant	enfant	infante	infante	infante	īnfantem
înfășa	fesser	fasciare	fajar	enfaixar	fasciāre
infern	enfer	inferno	infierno	inferno	īnfernum
infernal	infernal	infernale	infernal	infernal	īnfernālem
infidel	infidèle	infedele	infiel	infiel	īnfidēlem
infidelitate	infidélité	infedeltà	infidelidad	infidelidade	īnfidēlitātem
infinit	infini	infinito	infinito	infinito	īnfīnītum
infinitate	infinité	infinità	infinidad	infinidade	īnfīnītātem
inflama	enflammer	infiammare	inflamar	inflamar	īnflammāre
inflamație	inflammation	infiammazione	inflamación	inflamação	īnflamāmatiōnem
inflamațiune	inflammation	infiammazione	inflamación	inflamação	īnflamāmatiōnem
inflexibil	inflexible	inflessibile	inflexible	inflexível	īnflexibilem
inflexiune	inflexion	inflessione	inflexión	inflexão	īnflexiōnem
informa	informer	informare	informar	informar	īnfōrmāre
informație	information	informazione	información	informação	īnfōrmātiōnem
infunda	infondre	infondere	infundir	infundir	īnfundēre
infuzie	infusion	infusione	infusión	infusão	īnfūsiōnem
ingenuu	ingénu	ingenuo	ingenuo	ingénuo	ingenuum
înger	ange	angelo	angel	anjo	angelum
ingera	ingérer	ingerire	ingerir	ingerir	ingerēre
ingestie	ingestion	ingestione	ingestión	ingestão	ingestiōnem
inghinal	inguinal	inguinale	inguinal	inguinal	inguinālem
ingredient	ingrédient	ingrediente	ingrediente	ingrediente	ingredientem
inhala	inhaler	inalare	inhalar	inalar	inhālare
inhalație	inhalation	inalazione	inhalación	inalação	inhālātiōnem
inhalațiune	inhalation	inalazione	inhalación	inalação	inhālātiōnem
inhiba	inhiber	inibire	inhibir	inibir	inhibēre
inhibiție	inhibition	inibizione	inhibición	inibição	inhibitiōnem
inimă	âme	anima	alma	alma	animam
iniția	initier	iniziare	iniciar	iniciar	initiāre
începe	commencer	cominciare	comenzar	começar	cominitiāre
inițiator	initiateur	iniziatore	iniciador	iniciador	initiātōrem
